Subject	Dutch_name	Stimulus_type	Response_type	label	onset	offset	Real_onset	onset_ms
AH23	broodrooster	picture	silent	!	1.1	12032	1900	1100
AH23	bus	picture+word	aloud	aloud	0	0.27	800	0
AH23	bus	picture+word	aloud	bus	0.27	0.69	1073	273
AH23	bus	picture+word	aloud	!	0.69	1202	1493	693
AH23	cactus	picture+word	silent	silent	0	0.2	800	0
AH23	cactus	picture+word	silent	cactus	0.2	1.1	1000	200
AH23	cactus	picture+word	silent	!	1.1	12016	1900	1100
AH23	citroen	picture	aloud	aloud	0	0.35	800	0
AH23	citroen	picture	aloud	citroen	0.35	0.87	1147	347
AH23	citroen	picture	aloud	!	0.87	12093	1669	869
AH23	cupcake	picture+word	aloud	aloud	0	0.51	800	0
AH23	cupcake	picture+word	aloud	cupcake	0.51	11283	1310	510
AH23	cupcake	picture+word	aloud	!	11283	12058	1928	1128
AH23	dienblad	picture+word	aloud	aloud	0	0.3	800	0
AH23	dienblad	picture+word	aloud	dienblad	0.3	0.97	1098	298
AH23	dienblad	picture+word	aloud	!	0.97	12019	1766	966
AH23	dobbelsteen	picture+word	silent	silent	0	0.2	800	0
AH23	dobbelsteen	picture+word	silent	dobbelsteen	0.2	1.1	1000	200
AH23	dobbelsteen	picture+word	silent	!	1.1	11991	1900	1100
AH23	donut	picture	aloud	aloud	0	0.35	800	0
AH23	donut	picture	aloud	donut	0.35	0.89	1151	351
AH23	donut	picture	aloud	!	0.89	12038	1687	887
AH23	emmer	picture	silent	silent	0	0.2	800	0
AH23	emmer	picture	silent	emmer	0.2	1.1	1000	200
AH23	emmer	picture	silent	!	1.1	1207	1900	1100
AH23	envelop	picture	silent	silent	0	0.2	800	0
AH23	envelop	picture	silent	envelop	0.2	1.1	1000	200
AH23	envelop	picture	silent	!	1.1	12025	1900	1100
AH23	fiets	picture+word	silent	silent	0	0.2	800	0
AH23	fiets	picture+word	silent	fiets	0.2	1.1	1000	200
AH23	fiets	picture+word	silent	!	1.1	12061	1900	1100
AH23	fietspomp	picture+word	aloud	aloud	0	0.24	800	0
AH23	fietspomp	picture+word	aloud	fietspomp	0.24	0.87	1041	241
AH23	fietspomp	picture+word	aloud	!	0.87	12089	1668	868
AH23	framboos	picture+word	silent	silent	0	0.2	800	0
AH23	framboos	picture+word	silent	framboos	0.2	1.1	1000	200
AH23	framboos	picture+word	silent	!	1.1	12062	1900	1100
AH23	garde	picture	silent	silent	0	0.2	800	0
AH23	garde	picture	silent	garde	0.2	1.1	1000	200
AH23	garde	picture	silent	!	1.1	12068	1900	1100
AH23	gewicht	picture	aloud	aloud	0	0.31	800	0
AH23	gewicht	picture	aloud	gewicht	0.31	10014	1107	307
AH23	gewicht	picture	aloud	!	10014	12058	1801	1001
AH23	giraffe	picture+word	aloud	aloud	0	0.26	800	0
AH23	giraffe	picture+word	aloud	giraffe	0.26	0.75	1060	260
AH23	giraffe	picture+word	aloud	!	0.75	1203	1549	749
AH23	gitaar	picture+word	aloud	aloud	0	0.3	800	0
AH23	gitaar	picture+word	aloud	gitaar	0.3	0.9	1100	300
AH23	gitaar	picture+word	aloud	!	0.9	12088	1695	895
AH23	gum	picture	silent	silent	0	0.2	800	0
AH23	gum	picture	silent	gum	0.2	1.1	1000	200
AH23	gum	picture	silent	!	1.1	12012	1900	1100
AH23	haai	picture	aloud	aloud	0	0.25	800	0
AH23	haai	picture	aloud	haai	0.25	0.71	1047	247
AH23	haai	picture	aloud	!	0.71	12021	1509	709
AH23	hek	picture+word	silent	silent	0	0.2	800	0
AH23	hek	picture+word	silent	hek	0.2	1.1	1000	200
AH23	hek	picture+word	silent	!	1.1	12032	1900	1100
AH23	helm	picture+word	aloud	aloud	0	0.24	800	0
AH23	helm	picture+word	aloud	helm	0.24	0.61	1036	236
AH23	helm	picture+word	aloud	!	0.61	12031	1411	611
AH23	horloge	picture	aloud	aloud	0	0.32	800	0
AH23	horloge	picture	aloud	horloge	0.32	0.92	1117	317
AH23	horloge	picture	aloud	!	0.92	12056	1715	915
AH23	kanon	picture+word	silent	silent	0	0.2	800	0
AH23	kanon	picture+word	silent	kanon	0.2	1.1	1000	200
AH23	kanon	picture+word	silent	!	1.1	12027	1900	1100
AH23	kapstok	picture	silent	silent	0	0.2	800	0
AH23	kapstok	picture	silent	kapstok	0.2	1.1	1000	200
AH23	kapstok	picture	silent	!	1.1	12092	1900	1100
AH23	kat	picture+word	silent	silent	0	0.2	800	0
AH23	kat	picture+word	silent	kat	0.2	1.1	1000	200
AH23	kat	picture+word	silent	!	1.1	12035	1900	1100
AH23	kegel	picture	aloud	aloud	0	0.29	800	0
AH23	kegel	picture	aloud	kegel	0.29	0.81	1093	293
AH23	kegel	picture	aloud	!	0.81	11996	1608	808
AH23	ketting	picture+word	silent	silent	0	0.2	800	0
AH23	ketting	picture+word	silent	ketting	0.2	1.1	1000	200
AH23	ketting	picture+word	silent	!	1.1	12064	1900	1100
AH23	kleed	picture+word	silent	silent	0	0.2	800	0
AH23	kleed	picture+word	silent	kleed	0.2	1.1	1000	200
AH23	kleed	picture+word	silent	!	1.1	12008	1900	1100
AH23	kluis	picture	silent	silent	0	0.2	800	0
AH23	kluis	picture	silent	kluis	0.2	1.1	1000	200
AH23	kluis	picture	silent	!	1.1	12001	1900	1100
AH23	knie	picture+word	silent	silent	0	0.2	800	0
AH23	knie	picture+word	silent	knie	0.2	1.1	1000	200
AH23	knie	picture+word	silent	!	1.1	12056	1900	1100
AH23	knoflook	picture	silent	silent	0	0.2	800	0
AH23	knoflook	picture	silent	knoflook	0.2	1.1	1000	200
AH23	knoflook	picture	silent	!	1.1	1203	1900	1100
AH23	koe	picture+word	aloud	aloud	0	0.54	800	0
AH23	koe	picture+word	aloud	koe	0.54	0.81	1341	541
AH23	koe	picture+word	aloud	!	0.81	12064	1607	807
AH23	koffer	picture	aloud	aloud	0	0.26	800	0
AH23	koffer	picture	aloud	koffer	0.26	0.74	1058	258
AH23	koffer	picture	aloud	!	0.74	12057	1545	745
AH23	koffiebonen	picture	silent	silent	0	0.2	800	0
AH23	koffiebonen	picture	silent	koffiebonen	0.2	1.1	1000	200
AH23	koffiebonen	picture	silent	!	1.1	12086	1900	1100
AH23	komkommer	picture+word	silent	silent	0	0.2	800	0
AH23	komkommer	picture+word	silent	komkommer	0.2	1.1	1000	200
AH23	komkommer	picture+word	silent	!	1.1	12004	1900	1100
AH23	koptelefoon	picture	aloud	aloud	0	0.26	800	0
AH23	koptelefoon	picture	aloud	koptelefoon	0.26	0.96	1058	258
AH23	koptelefoon	picture	aloud	!	0.96	12055	1759	959
AH23	krijt	picture	silent	silent	0	0.2	800	0
AH23	krijt	picture	silent	krijt	0.2	1.1	1000	200
AH23	krijt	picture	silent	!	1.1	12021	1900	1100
AH23	kruk	picture	silent	silent	0	0.2	800	0
AH23	kruk	picture	silent	kruk	0.2	1.1	1000	200
AH23	kruk	picture	silent	!	1.1	12088	1900	1100
AH23	kussen	picture+word	silent	silent	0	0.2	800	0
AH23	kussen	picture+word	silent	kussen	0.2	1.1	1000	200
AH23	kussen	picture+word	silent	!	1.1	12025	1900	1100
AH23	laptop	picture+word	aloud	aloud	0	0.31	800	0
AH23	laptop	picture+word	aloud	laptop	0.31	0.79	1115	315
AH23	laptop	picture+word	aloud	!	0.79	12032	1586	786
AH23	lieveheersbeestje	picture+word	aloud	aloud	0	0.25	800	0
AH23	lieveheersbeestje	picture+word	aloud	lieveheersbeestje	0.25	11149	1051	251
AH23	lieveheersbeestje	picture+word	aloud	!	11149	12021	1915	1115
AH23	loopband	picture+word	aloud	aloud	0	0.26	800	0
AH23	loopband	picture+word	aloud	loopband	0.26	0.89	1065	265
AH23	loopband	picture+word	aloud	!	0.89	12091	1689	889
AH23	lucifer	picture	silent	silent	0	0.2	800	0
AH23	lucifer	picture	silent	lucifer	0.2	1.1	1000	200
AH23	lucifer	picture	silent	!	1.1	12063	1900	1100
AH23	matras	picture+word	aloud	aloud	0	0.24	800	0
AH23	matras	picture+word	aloud	matras	0.24	0.82	1042	242
AH23	matras	picture+word	aloud	!	0.82	1209	1619	819
AH23	medaille	picture	aloud	aloud	0	0.36	800	0
AH23	medaille	picture	aloud	medaille	0.36	0.95	1162	362
AH23	medaille	picture	aloud	!	0.95	11997	1755	955
AH23	mok	picture	aloud	aloud	0	0.38	800	0
AH23	mok	picture	aloud	mok	0.38	0.73	1178	378
AH23	mok	picture	aloud	!	0.73	12007	1530	730
AH23	molen	picture	aloud	aloud	0	0.26	800	0
AH23	molen	picture	aloud	molen	0.26	0.75	1058	258
AH23	molen	picture	aloud	!	0.75	12024	1546	746
AH23	nagelknipper	picture	aloud	aloud	0	0.28	800	0
AH23	nagelknipper	picture	aloud	nagelknipper	0.28	1	1078	278
AH23	nagelknipper	picture	aloud	NAGELSCHAAR	1	11993	1797	997
AH23	olifant	picture+word	aloud	aloud	0	0.26	800	0
AH23	olifant	picture+word	aloud	olifant	0.26	0.92	1058	258
AH23	olifant	picture+word	aloud	!	0.92	12027	1720	920
AH23	olijf	picture+word	silent	silent	0	0.2	800	0
AH23	olijf	picture+word	silent	olijf	0.2	1.1	1000	200
AH23	olijf	picture+word	silent	!	1.1	12039	1900	1100
AH23	paprika	picture+word	aloud	aloud	0	0.34	800	0
AH23	paprika	picture+word	aloud	paprika	0.34	0.89	1144	344
AH23	paprika	picture+word	aloud	!	0.89	12065	1695	895
AH23	piano	picture+word	aloud	aloud	0	0.25	800	0
AH23	piano	picture+word	aloud	piano	0.25	0.78	1045	245
AH23	piano	picture+word	aloud	!	0.78	12086	1582	782
AH23	pijl	picture+word	silent	silent	0	0.2	800	0
AH23	pijl	picture+word	silent	pijl	0.2	1.1	1000	200
AH23	pijl	picture+word	silent	!	1.1	1203	1900	1100
AH23	pil	picture	silent	silent	0	0.2	800	0
AH23	pil	picture	silent	pil	0.2	1.1	1000	200
AH23	pil	picture	silent	!	1.1	12029	1900	1100
AH23	pincet	picture	silent	silent	0	0.2	800	0
AH23	pincet	picture	silent	pincet	0.2	1.1	1000	200
AH23	pincet	picture	silent	!	1.1	12054	1900	1100
AH23	pinda	picture	aloud	aloud	0	0.28	800	0
AH23	pinda	picture	aloud	pinda	0.28	0.72	1076	276
AH23	pinda	picture	aloud	!	0.72	12082	1525	725
AH23	plank	picture	aloud	aloud	0	0.8	800	0
AH23	plank	picture	aloud	plank	0.8	1173	1599	799
AH23	plank	picture	aloud	!	1173	12001	1973	1173
AH23	pleister	picture	aloud	aloud	0	0.74	800	0
AH23	pleister	picture	aloud	pleister	0.74	11726	1541	741
AH23	pleister	picture	aloud	!	11726	12028	1973	1173
AH23	pot	picture+word	aloud	aloud	0	0.27	800	0
AH23	pot	picture+word	aloud	pot	0.27	0.71	1072	272
AH23	pot	picture+word	aloud	!	0.71	12078	1509	709
AH23	printer	picture+word	silent	silent	0	0.2	800	0
AH23	printer	picture+word	silent	printer	0.2	1.1	1000	200
AH23	printer	picture+word	silent	!	1.1	12032	1900	1100
AH23	prullenbak	picture+word	aloud	aloud	0	0.44	800	0
AH23	prullenbak	picture+word	aloud	prullenbak	0.44	0.94	1236	436
AH23	prullenbak	picture+word	aloud	!	0.94	12067	1743	943
AH23	puntenslijper	picture	silent	silent	0	0.2	800	0
AH23	puntenslijper	picture	silent	puntenslijper	0.2	1.1	1000	200
AH23	puntenslijper	picture	silent	!	1.1	12004	1900	1100
AH23	puzzelstukje	picture	silent	silent	0	0.2	800	0
AH23	puzzelstukje	picture	silent	puzzelstukje	0.2	1.1	1000	200
AH23	puzzelstukje	picture	silent	!	1.1	12056	1900	1100
AH23	riem	picture	aloud	aloud	0	0.27	800	0
AH23	riem	picture	aloud	riem	0.27	0.66	1073	273
AH23	riem	picture	aloud	!	0.66	12051	1461	661
AH23	rietje	picture	silent	silent	0	0.2	800	0
AH23	rietje	picture	silent	rietje	0.2	1.1	1000	200
AH23	rietje	picture	silent	!	1.1	12094	1900	1100
AH23	rijst	picture+word	silent	silent	0	0.2	800	0
AH23	rijst	picture+word	silent	rijst	0.2	1.1	1000	200
AH23	rijst	picture+word	silent	!	1.1	12066	1900	1100
AH23	rits	picture+word	silent	silent	0	0.2	800	0
AH23	rits	picture+word	silent	rits	0.2	1.1	1000	200
AH23	rits	picture+word	silent	!	1.1	12059	1900	1100
AH23	schaar	picture	aloud	aloud	0	0.24	800	0
AH23	schaar	picture	aloud	schaar	0.24	0.65	1041	241
AH23	schaar	picture	aloud	!	0.65	12014	1455	655
AH23	scheermesje	picture	silent	silent	0	0.2	800	0
AH23	scheermesje	picture	silent	scheermesje	0.2	1.1	1000	200
AH23	scheermesje	picture	silent	!	1.1	11997	1900	1100
AH23	schep	picture	silent	silent	0	0.2	800	0
AH23	schep	picture	silent	schep	0.2	1.1	1000	200
AH23	schep	picture	silent	!	1.1	12083	1900	1100
AH23	schommel	picture+word	aloud	aloud	0	0.23	800	0
AH23	schommel	picture+word	aloud	schommel	0.23	0.65	1027	227
AH23	schommel	picture+word	aloud	!	0.65	12069	1452	652
AH23	sigaret	picture+word	silent	silent	0	0.2	800	0
AH23	sigaret	picture+word	silent	sigaret	0.2	1.1	1000	200
AH23	sigaret	picture+word	silent	!	1.1	12024	1900	1100
AH23	slabbetje	picture	silent	silent	0	0.2	800	0
AH23	slabbetje	picture	silent	slabbetje	0.2	1.1	1000	200
AH23	slabbetje	picture	silent	!	1.1	12005	1900	1100
AH23	sleutel	picture	aloud	aloud	0	0.26	800	0
AH23	sleutel	picture	aloud	sleutel	0.26	0.77	1056	256
AH23	sleutel	picture	aloud	!	0.77	12029	1571	771
AH23	sneeuwpop	picture+word	silent	silent	0	0.2	800	0
AH23	sneeuwpop	picture+word	silent	sneeuwpop	0.2	1.1	1000	200
AH23	sneeuwpop	picture+word	silent	!	1.1	1203	1900	1100
AH23	speen	picture+word	aloud	aloud	0	0.22	800	0
AH23	speen	picture+word	aloud	speen	0.22	0.67	1023	223
AH23	speen	picture+word	aloud	!	0.67	12008	1469	669
AH23	steen	picture	silent	silent	0	0.2	800	0
AH23	steen	picture	silent	steen	0.2	1.1	1000	200
AH23	steen	picture	silent	!	1.1	1205	1900	1100
AH23	stofzuiger	picture	aloud	aloud	0	0.26	800	0
AH23	stofzuiger	picture	aloud	stofzuiger	0.26	0.96	1055	255
AH23	stofzuiger	picture	aloud	!	0.96	1206	1756	956
AH23	strijkijzer	picture	aloud	aloud	0	0.29	800	0
AH23	strijkijzer	picture	aloud	strijkijzer	0.29	10542	1095	295
AH23	strijkijzer	picture	aloud	!	10542	12034	1854	1054
AH23	stropdas	picture	silent	silent	0	0.2	800	0
AH23	stropdas	picture	silent	stropdas	0.2	1.1	1000	200
AH23	stropdas	picture	silent	!	1.1	12076	1900	1100
AH23	televisie	picture+word	aloud	aloud	0	0.33	800	0
AH23	televisie	picture+word	aloud	televisie	0.33	0.93	1125	325
AH23	televisie	picture+word	aloud	!	0.93	12061	1735	935
AH23	tent	picture+word	aloud	aloud	0	0.3	800	0
AH23	tent	picture+word	aloud	tent	0.3	0.75	1099	299
AH23	tent	picture+word	aloud	!	0.75	11994	1553	753
AH23	theedoek	picture	silent	silent	0	0.2	800	0
AH23	theedoek	picture	silent	theedoek	0.2	1.1	1000	200
AH23	theedoek	picture	silent	!	1.1	12025	1900	1100
AH23	theezakje	picture	silent	silent	0	0.2	800	0
AH23	theezakje	picture	silent	theezakje	0.2	1.1	1000	200
AH23	theezakje	picture	silent	!	1.1	12058	1900	1100
AH23	thermometer	picture	aloud	aloud	0	11736	800	0
AH23	thermometer	picture	aloud	thermometer	11736	11797	1974	1174
AH23	thermometer	picture	aloud	!	11797	12078	1980	1180
AH23	tijger	picture+word	silent	silent	0	0.2	800	0
AH23	tijger	picture+word	silent	tijger	0.2	1.1	1000	200
AH23	tijger	picture+word	silent	!	1.1	12048	1900	1100
AH23	toetsenbord	picture+word	silent	silent	0	0.2	800	0
AH23	toetsenbord	picture+word	silent	toetsenbord	0.2	1.1	1000	200
AH23	toetsenbord	picture+word	silent	!	1.1	12053	1900	1100
AH23	tomaat	picture+word	silent	silent	0	0.2	800	0
AH23	tomaat	picture+word	silent	tomaat	0.2	1.1	1000	200
AH23	tomaat	picture+word	silent	!	1.1	12025	1900	1100
AH23	trampoline	picture+word	aloud	aloud	0	0.22	800	0
AH23	trampoline	picture+word	aloud	trampoline	0.22	0.84	1023	223
AH23	trampoline	picture+word	aloud	!	0.84	11996	1643	843
AH23	vaas	picture	aloud	aloud	0	0.26	800	0
AH23	vaas	picture	aloud	vaas	0.26	0.8	1062	262
AH23	vaas	picture	aloud	!	0.8	11998	1598	798
AH23	varken	picture+word	silent	silent	0	0.2	800	0
AH23	varken	picture+word	silent	varken	0.2	1.1	1000	200
AH23	varken	picture+word	silent	!	1.1	1203	1900	1100
AH23	veiligheidsspeld	picture+word	aloud	aloud	0	0.3	800	0
AH23	veiligheidsspeld	picture+word	aloud	veiligheidsspeld	0.3	11699	1097	297
AH23	veiligheidsspeld	picture+word	aloud	!	11699	12001	1970	1170
AH23	ventilator	picture+word	silent	silent	0	0.2	800	0
AH23	ventilator	picture+word	silent	ventilator	0.2	1.1	1000	200
AH23	ventilator	picture+word	silent	!	1.1	11996	1900	1100
AH23	vergiet	picture	silent	silent	0	0.2	800	0
AH23	vergiet	picture	silent	vergiet	0.2	1.1	1000	200
AH23	vergiet	picture	silent	!	1.1	12048	1900	1100
AH23	verrekijker	picture	aloud	aloud	0	0.69	800	0
AH23	verrekijker	picture	aloud	verrekijker	0.69	1.17	1486	686
AH23	verrekijker	picture	aloud	!	1.17	12001	1970	1170
AH23	veter	picture	silent	silent	0	0.2	800	0
AH23	veter	picture	silent	veter	0.2	1.1	1000	200
AH23	veter	picture	silent	!	1.1	12097	1900	1100
AH23	vingerafdruk	picture	aloud	aloud	0	0.25	800	0
AH23	vingerafdruk	picture	aloud	vingerafdruk	0.25	10099	1051	251
AH23	vingerafdruk	picture	aloud	!	10099	12029	1810	1010
AH23	vlinder	picture	silent	silent	0	0.2	800	0
AH23	vlinder	picture	silent	vlinder	0.2	1.1	1000	200
AH23	vlinder	picture	silent	!	1.1	12056	1900	1100
AH23	vork	picture+word	silent	silent	0	0.2	800	0
AH23	vork	picture+word	silent	vork	0.2	1.1	1000	200
AH23	vork	picture+word	silent	!	1.1	12024	1900	1100
AH23	wasknijper	picture	aloud	aloud	0	0.26	800	0
AH23	wasknijper	picture	aloud	wasknijper	0.26	1025	1058	258
AH23	wasknijper	picture	aloud	!	1025	11992	1825	1025
AH23	weg	picture	aloud	aloud	0	0.6	800	0
AH23	weg	picture	aloud	weg	0.6	1	1400	600
AH23	weg	picture	aloud	!	1	12009	1795	995
AH23	wol	picture	silent	silent	0	0.2	800	0
AH23	wol	picture	silent	wol	0.2	1.1	1000	200
AH23	wol	picture	silent	!	1.1	12065	1900	1100
AH23	zandkasteel	picture+word	aloud	aloud	0	0.35	800	0
AH23	zandkasteel	picture+word	aloud	zandkasteel	0.35	10806	1153	353
AH23	zandkasteel	picture+word	aloud	!	10806	1209	1881	1081
AH23	zout	picture+word	aloud	aloud	0	0.43	800	0
AH23	zout	picture+word	aloud	zout	0.43	0.88	1226	426
AH23	zout	picture+word	aloud	!	0.88	12067	1679	879
AH24	aansteker	picture	silent	silent	0	0.2	800	0
AH24	aansteker	picture	silent	aansteker	0.2	1.1	1000	200
AH24	aansteker	picture	silent	!	1.1	12043	1900	1100
AH24	accordeon	picture+word	aloud	aloud	0	0.34	800	0
AH24	accordeon	picture+word	aloud	accordeon	0.34	0.94	1136	336
AH24	accordeon	picture+word	aloud	!	0.94	12042	1742	942
AH24	afstandsbediening	picture+word	aloud	aloud	0	0.36	800	0
AH24	afstandsbediening	picture+word	aloud	afstandsbediening	0.36	10991	1160	360
AH24	afstandsbediening	picture+word	aloud	!	10991	12015	1899	1099
AH24	afwasmiddel	picture	silent	silent	0	0.2	800	0
AH24	afwasmiddel	picture	silent	afwasmiddel	0.2	1.1	1000	200
AH24	afwasmiddel	picture	silent	!	1.1	12002	1900	1100
AH24	aluminiumfolie	picture+word	aloud	aloud	0	0.32	800	0
AH24	aluminiumfolie	picture+word	aloud	aluminiumfolie	0.32	11414	1119	319
AH24	aluminiumfolie	picture+word	aloud	!	11414	12052	1941	1141
AH24	amandelen	picture+word	aloud	aloud	0	0.41	800	0
AH24	amandelen	picture+word	aloud	amandelen	0.41	10552	1213	413
AH24	amandelen	picture+word	aloud	!	10552	12073	1855	1055
AH24	ananas	picture+word	aloud	aloud	0	0.35	800	0
AH24	ananas	picture+word	aloud	ananas	0.35	0.9	1149	349
AH24	ananas	picture+word	aloud	!	0.9	12013	1703	903
AH24	appel	picture+word	silent	silent	0	0.2	800	0
AH24	appel	picture+word	silent	appel	0.2	1.1	1000	200
AH24	appel	picture+word	silent	!	1.1	11998	1900	1100
AH24	armband	picture	silent	silent	0	0.2	800	0
AH24	armband	picture	silent	armband	0.2	1.1	1000	200
AH24	armband	picture	silent	!	1.1	12052	1900	1100
AH24	aubergine	picture+word	silent	silent	0	0.2	800	0
AH24	aubergine	picture+word	silent	aubergine	0.2	1.1	1000	200
AH24	aubergine	picture+word	silent	!	1.1	12012	1900	1100
AH24	auto	picture+word	aloud	aloud	0	0.43	800	0
AH24	auto	picture+word	aloud	auto	0.43	0.87	1234	434
AH24	auto	picture+word	aloud	!	0.87	12085	1669	869
AH24	avocado	picture	aloud	aloud	0	0.49	800	0
AH24	avocado	picture	aloud	avocado	0.49	1001	1292	492
AH24	avocado	picture	aloud	!	1001	12069	1801	1001
AH24	bad	picture+word	silent	silent	0	0.2	800	0
AH24	bad	picture+word	silent	bad	0.2	1.1	1000	200
AH24	bad	picture+word	silent	!	1.1	12077	1900	1100
AH24	bank	picture+word	aloud	aloud	0	0.34	800	0
AH24	bank	picture+word	aloud	bank	0.34	0.64	1142	342
AH24	bank	picture+word	aloud	!	0.64	12013	1445	645
AH24	basketbal	picture	silent	silent	0	0.2	800	0
AH24	basketbal	picture	silent	basketbal	0.2	1.1	1000	200
AH24	basketbal	picture	silent	!	1.1	12009	1900	1100
AH24	batterij	picture	silent	silent	0	0.2	800	0
AH24	batterij	picture	silent	batterij	0.2	1.1	1000	200
AH24	batterij	picture	silent	!	1.1	12039	1900	1100
AH24	beer	picture	aloud	aloud	0	0.33	800	0
AH24	beer	picture	aloud	beer	0.33	0.7	1128	328
AH24	beer	picture	aloud	!	0.7	12028	1504	704
AH24	bezem	picture	aloud	aloud	0	0.94	800	0
AH24	bezem	picture	aloud	bezem	0.94	11803	1737	937
AH24	bezem	picture	aloud	!	11803	12084	1980	1180
AH24	blad	picture	silent	silent	0	0.2	800	0
AH24	blad	picture	silent	blad	0.2	1.1	1000	200
AH24	blad	picture	silent	!	1.1	12018	1900	1100
AH24	bladmuziek	picture	silent	silent	0	0.2	800	0
AH24	bladmuziek	picture	silent	bladmuziek	0.2	1.1	1000	200
AH24	bladmuziek	picture	silent	!	1.1	12017	1900	1100
AH24	blender	picture+word	silent	silent	0	0.2	800	0
AH24	blender	picture+word	silent	blender	0.2	1.1	1000	200
AH24	blender	picture+word	silent	!	1.1	12075	1900	1100
AH24	bloemkool	picture	aloud	aloud	0	0.41	800	0
AH24	bloemkool	picture	aloud	bloemkool	0.41	0.91	1209	409
AH24	bloemkool	picture	aloud	!	0.91	12041	1706	906
AH24	boek	picture+word	silent	silent	0	0.2	800	0
AH24	boek	picture+word	silent	boek	0.2	1.1	1000	200
AH24	boek	picture+word	silent	!	1.1	12008	1900	1100
AH24	boog	picture+word	silent	silent	0	0.2	800	0
AH24	boog	picture+word	silent	boog	0.2	11864	1000	200
AH24	boog	picture+word	silent	!	11864	12083	1986	1186
AH24	broodrooster	picture	aloud	aloud	0	0.91	800	0
AH24	broodrooster	picture	aloud	broodrooster	0.91	11781	1706	906
AH24	broodrooster	picture	aloud	!	11781	12069	1978	1178
AH24	bus	picture	silent	silent	0	0.2	800	0
AH24	bus	picture	silent	bus	0.2	1.1	1000	200
AH24	bus	picture	silent	!	1.1	12072	1900	1100
AH24	cactus	picture+word	aloud	aloud	0	0.34	800	0
AH24	cactus	picture+word	aloud	cactus	0.34	0.9	1140	340
AH24	cactus	picture+word	aloud	!	0.9	12075	1702	902
AH24	citroen	picture+word	silent	silent	0	0.2	800	0
AH24	citroen	picture+word	silent	citroen	0.2	1.1	1000	200
AH24	citroen	picture+word	silent	!	1.1	12072	1900	1100
AH24	cupcake	picture	silent	silent	0	0.2	800	0
AH24	cupcake	picture	silent	cupcake	0.2	1.1	1000	200
AH24	cupcake	picture	silent	!	1.1	12073	1900	1100
AH24	dienblad	picture	silent	silent	0	0.2	800	0
AH24	dienblad	picture	silent	dienblad	0.2	1.1	1000	200
AH24	dienblad	picture	silent	!	1.1	12019	1900	1100
AH24	dobbelsteen	picture+word	aloud	aloud	0	0.27	800	0
AH24	dobbelsteen	picture+word	aloud	dobbelsteen	0.27	0.84	1067	267
AH24	dobbelsteen	picture+word	aloud	!	0.84	12017	1643	843
AH24	donut	picture+word	silent	silent	0	0.2	800	0
AH24	donut	picture+word	silent	donut	0.2	1.1	1000	200
AH24	donut	picture+word	silent	!	1.1	12003	1900	1100
AH24	emmer	picture	aloud	aloud	0	0.63	800	0
AH24	emmer	picture	aloud	emmer	0.63	10229	1430	630
AH24	emmer	picture	aloud	!	10229	12072	1823	1023
AH24	envelop	picture	aloud	aloud	0	0.36	800	0
AH24	envelop	picture	aloud	envelop	0.36	0.9	1156	356
AH24	envelop	picture	aloud	!	0.9	12044	1699	899
AH24	fiets	picture+word	aloud	aloud	0	0.31	800	0
AH24	fiets	picture+word	aloud	fiets	0.31	0.8	1115	315
AH24	fiets	picture+word	aloud	!	0.8	12039	1603	803
AH24	fietspomp	picture	silent	silent	0	0.2	800	0
AH24	fietspomp	picture	silent	fietspomp	0.2	1.1	1000	200
AH24	fietspomp	picture	silent	!	1.1	1208	1900	1100
AH24	framboos	picture+word	aloud	aloud	0	0.3	800	0
AH24	framboos	picture+word	aloud	framboos	0.3	0.86	1101	301
AH24	framboos	picture+word	aloud	!	0.86	12049	1664	864
AH24	garde	picture	aloud	aloud	0	11707	800	0
AH24	garde	picture	aloud	garde	11707	11768	1971	1171
AH24	garde	picture	aloud	!	11768	12048	1977	1177
AH24	gewicht	picture+word	silent	silent	0	0.2	800	0
AH24	gewicht	picture+word	silent	gewicht	0.2	1.1	1000	200
AH24	gewicht	picture+word	silent	!	1.1	12046	1900	1100
AH24	giraffe	picture	silent	silent	0	0.2	800	0
AH24	giraffe	picture	silent	giraffe	0.2	1.1	1000	200
AH24	giraffe	picture	silent	!	1.1	12011	1900	1100
AH24	gitaar	picture	silent	silent	0	0.2	800	0
AH24	gitaar	picture	silent	gitaar	0.2	1.1	1000	200
AH24	gitaar	picture	silent	!	1.1	12042	1900	1100
AH24	gum	picture	aloud	aloud	0	0.35	800	0
AH24	gum	picture	aloud	gum	0.35	0.67	1151	351
AH24	gum	picture	aloud	!	0.67	12033	1472	672
AH24	haai	picture+word	silent	silent	0	0.2	800	0
AH24	haai	picture+word	silent	haai	0.2	1.1	1000	200
AH24	haai	picture+word	silent	!	1.1	1207	1900	1100
AH24	hek	picture+word	aloud	aloud	0	0.44	800	0
AH24	hek	picture+word	aloud	hek	0.44	0.81	1240	440
AH24	hek	picture+word	aloud	!	0.81	12069	1614	814
AH24	helm	picture	silent	silent	0	0.2	800	0
AH24	helm	picture	silent	helm	0.2	1.1	1000	200
AH24	helm	picture	silent	!	1.1	12081	1900	1100
AH24	horloge	picture+word	silent	silent	0	0.2	800	0
AH24	horloge	picture+word	silent	horloge	0.2	1.1	1000	200
AH24	horloge	picture+word	silent	!	1.1	12017	1900	1100
AH24	kanon	picture+word	aloud	aloud	0	0.4	800	0
